id,timestamp,question_title,chapter_id,correct_answer,distractor_1,distractor_2,distractor_3,source,author,description_llm,is_disabled
905,10/21/2024 17:05:06,Which of the following illustrates the concept of syntax?,7,The organization of words into a coherent sentence.,The meaning of the word 'house'.,The rules for writing words in past tense.,The individual sounds in the word 'cat.',23/24_Student_Final,20536321,"<div> 
<p><b>Syntax</b> refers to the set of rules that govern the structure and arrangement of words in sentences. The correct answer illustrates this concept by showing how words are organized to form meaningful sentences, which is fundamental to effective communication.</p> 

<p>In contrast, the meaning of the word 'house' focuses on semantics, not syntax, as it deals with what the word represents rather than how it fits into a sentence. The rules for writing words in past tense pertain to morphology, which is about the structure of words rather than the arrangement in sentences. Lastly, the individual sounds in the word 'cat' relate to phonetics, which examines sounds rather than their organization into sentences. Thus, only the correct answer effectively exemplifies syntax.</p> 
</div>",0
906,10/21/2024 17:05:06,A patient has the following symptoms: they are unable to remember any new information or experiences after a traumatic brain injury but can recall memories from their childhood and earlier life events. What type of amnesia is this patient most likely experiencing?,8,Anterograde amnesia,Retrograde amnesia,Rehearsal amnesia,Childhood amnesia,23/24_Student_Final,20536322,"<div>
<p>The patient is experiencing <b>anterograde amnesia</b>, which is characterized by the inability to form new memories after a traumatic event or injury, while older memories remain intact. This aligns with the symptoms described, where the patient cannot remember new information but can recall past experiences.</p>

<p>On the other hand, <b>retrograde amnesia</b> involves the loss of memories formed before the injury, which does not fit the patient's ability to remember childhood events. <b>Rehearsal amnesia</b> is not a recognized type of amnesia and does not pertain to memory loss. Lastly, <b>childhood amnesia</b> refers to the inability to recall memories from early childhood, which is unrelated to the patient’s current condition of being unable to remember new experiences.</p>
</div>",0
907,10/21/2024 17:05:06,A child sees a cat for the first time and calls it a dog because both are four-legged animals. What is this an example of?,9,Assimilation,Accommodation,Schemata,Object permanence,23/24_Student_Final,20536323,"<div> 
<p>The correct answer is <b>Assimilation</b>, which occurs when a child incorporates new information into existing cognitive structures. In this case, the child sees a cat and identifies it as a dog because both animals share the common feature of being four-legged.</p> 

<p>On the other hand, <b>Accommodation</b> would involve changing existing cognitive structures to fit new information, such as realizing that a cat is different from a dog. <b>Schemata</b> refers to the mental frameworks that help organize knowledge, but it does not specifically describe the action taken in this scenario. Lastly, <b>Object permanence</b> is the understanding that objects continue to exist even when they cannot be seen, which is unrelated to this situation of misidentification.</p> 
</div>",0
908,10/21/2024 17:05:06,"A student is very focused on learning as much as possible and dedicates all their time to studying. They do it not for a reward, but for personal fulfillment. Which level of Maslow's hierarchy of needs does this represent?",10,Self-actualization,Esteem,Physiological,Social,23/24_Student_Final,205363,"<div>
<p>The correct answer is <b>Self-actualization</b>, which is the highest level in Maslow's hierarchy of needs. This level represents the pursuit of personal growth, self-improvement, and fulfillment of one's potential. The student in the scenario is motivated by a desire for knowledge and personal development rather than external rewards, making this motivation characteristic of self-actualization.</p>

<p>The other options are incorrect for the following reasons: <b>Esteem</b> involves the need for respect and recognition from others, which does not align with the student's intrinsic motivation. <b>Physiological</b> needs are the most basic requirements for human survival, such as food and shelter, which are not relevant here. Lastly, <b>Social</b> needs pertain to relationships and belonging, which do not apply since the student's focus is on personal fulfillment rather than social connections.</p>
</div>",0
909,10/21/2024 17:05:06,You have a friend who thinks very analytically when making decisions and usually makes them very autonomously. What kind of culture is your friend probably surrounded by?,12,Individualistic culture,Collectivistic culture,Analytic culture,Holistic culture,23/24_Student_Final,205363,"<div>
<p>The correct answer is <b>Individualistic culture</b>, which emphasizes personal autonomy and independent decision-making. In such cultures, individuals are encouraged to think analytically and prioritize their own needs and desires.</p>

<p>On the other hand, a <b>Collectivistic culture</b> focuses on group harmony and interconnectedness, where decisions are often made with the group's welfare in mind rather than individual preferences. This is contrary to your friend's analytical and autonomous approach.</p>

<p><b>Analytic culture</b> may seem like a plausible option as it implies systematic thinking, but it doesn't specifically address the aspect of autonomy. Furthermore, <b>Holistic culture</b> prioritizes understanding the context and relationships within a situation, which contrasts with the analytical and independent thinking style your friend exhibits.</p>
</div>",0
910,10/21/2024 17:05:06,"If you are getting ill because of a constant stress factor, what stage of stress are you in according to the general adaptation syndrome?",14,Stage of exhaustion,Alarm reaction,Fight-or-flight response,Stage of resistance,23/24_Student_Final,205363,"<div>
    <p>The correct answer is the <b>Stage of exhaustion</b>, which occurs after prolonged exposure to a stressor. In this stage, the body's resources are depleted, leading to illness and a reduced ability to cope with stress.</p>
    <p>The <b>Alarm reaction</b> is the initial response to a stressor, where the body prepares to react, but does not yet involve the prolonged effects seen in the exhaustion stage. The <b>Fight-or-flight response</b> is a part of this initial reaction, focusing on immediate survival and does not account for long-term consequences. The <b>Stage of resistance</b> follows the alarm stage and involves the body trying to adapt to the stressor. However, if the stress persists, it can lead to the exhaustion stage, where the body's ability to cope fails.</p>
</div>",0
911,10/21/2024 17:05:06,"The mental activity of acquiring, storing, retrieving, and using knowledge is:",7,Cognition,Intelligence,Learning,Perception,23/24_Student_Final,2220156,"<div>
<p><b>Cognition</b> refers to the mental processes involved in acquiring, storing, retrieving, and utilizing knowledge. It encompasses a wide range of activities, including thinking, reasoning, and problem-solving, which are essential for understanding and interacting with the world.</p>

<p>While <b>intelligence</b> is related to the ability to learn and solve problems, it specifically refers to the capacity to adapt to new situations and understand complex ideas rather than the processes themselves. <b>Learning</b> involves the process of acquiring new information or skills, but it does not encompass the entire range of cognitive activities. Lastly, <b>perception</b> deals with interpreting sensory information, which is just one aspect of cognition, not the full scope of mental activity related to knowledge.</p>
</div>",0
912,10/21/2024 17:05:06,The inability to form new memories after a traumatic event is called:,8,Anterograde amnesia,Retrograde amnesia,Implicit memory loss,Episodic memory loss,23/24_Student_Final,2220156,"<div> 
<p><b>Anterograde amnesia</b> refers to the inability to create new memories following a traumatic event, making it the correct answer. This condition specifically affects the individual's ability to store new information after the onset of amnesia.</p> 

<p>In contrast, <b>retrograde amnesia</b> involves the loss of pre-existing memories, typically those formed before the traumatic event. This means that while individuals may struggle to recall past experiences, they can still form new memories.</p> 

<p><b>Implicit memory loss</b> pertains to difficulties with non-conscious memory systems that do not rely on recollection, such as skills and habits, rather than forming new explicit memories.</p> 

<p>Lastly, <b>episodic memory loss</b> specifically relates to the inability to recall personal experiences or events, but it does not encompass the broader inability to form new memories as seen in anterograde amnesia.</p> 
</div>",0
913,10/21/2024 17:05:06,Which type of attachment is characterized by a child being indifferent to the caregiver's return after an absence?,9,Avoidant,Secure,Resistant,Disorganized,23/24_Student_Final,2220156,"<div> 
<p>The correct answer is <b>Avoidant</b>, which describes a type of attachment where the child shows little emotional response or indifference when the caregiver returns after being away. This behavior often indicates a lack of trust or reliance on the caregiver for comfort and support.</p>

<p>In contrast, <b>Secure</b> attachment is characterized by a child feeling safe and comforted by the caregiver's presence, often seeking closeness upon their return. <b>Resistant</b> attachment involves ambivalence, where a child may cling to the caregiver but also show distress or anger upon their return. Lastly, <b>Disorganized</b> attachment reflects a lack of clear attachment behavior, often resulting from inconsistent caregiving, which can lead to confusion in the child.</p>
</div>",0
914,10/21/2024 17:05:06,What is the term for the body's tendency to maintain a stable internal environment?,10,Homeostasis,Regulation,Metabolism,Instinct,23/24_Student_Final,2220156,"<div><p><b>Homeostasis</b> is the correct answer because it specifically refers to the body's ability to maintain a stable internal environment despite external changes. This includes regulating temperature, pH levels, and other vital conditions necessary for survival.</p><p>In contrast, <b>regulation</b> is a broader term that can apply to various processes, but it does not specifically denote the stability of internal conditions. <b>Metabolism</b> refers to the chemical processes that occur within a living organism to maintain life, but it does not encompass the idea of maintaining internal balance. Lastly, <b>instinct</b> relates to inherent behaviors and does not pertain to physiological stability.</p></div>",0
915,10/21/2024 17:05:06,In-group bias is:,12,A preference for one's own group,A bias against one's own group,Disliking others within one's group,A bias against members of other groups,23/24_Student_Final,2220156,"<div>
<p><b>In-group bias</b> refers to the tendency to favor and prefer individuals who belong to the same group as oneself. This is why the correct answer is a preference for one's own group. It highlights how people often show loyalty and positive feelings toward those who share similar characteristics or affiliations.</p>

<p>The other options are incorrect because they misinterpret the concept. A bias against one's own group contradicts the definition of in-group bias, which is about favoring one's group. Disliking others within one's group also does not align with in-group bias, as it suggests negative feelings towards group members rather than preference. Lastly, a bias against members of other groups describes <b>out-group bias</b>, not in-group bias, which further distinguishes the two concepts.</p>
</div>",0
916,10/21/2024 17:05:06,Sigmund Freud believed that the majority of personality operates at the:,1,Unconscious level,Conscious level,Preconscious level,Ego level,23/24_Student_Final,2220156,"<div> 
<p>Sigmund Freud proposed that much of our personality functions at the <b>unconscious level</b>, which includes thoughts, memories, and desires that we are not aware of but still influence our behaviors and feelings. This concept is central to his theory of psychodynamics.</p> 

<p>The <b>conscious level</b> refers to thoughts and feelings that we are currently aware of, which is only a small part of our overall mental functioning. The <b>preconscious level</b> contains information that is not currently in consciousness but can be easily accessed, such as memories. Lastly, the term <b>ego level</b> is misleading as it suggests a specific level of awareness, whereas the ego is actually a part of the personality that mediates between the id, superego, and reality.</p> 
</div>",0
917,10/21/2024 17:05:06,Which problem-solving strategy involves continuing to try different solutions until the problem is solved?,7,Trial and Error,Algorithm,Heuristic,Working Backwards,23/24_Student_Final,1838377,"<div>
<p>The correct answer is <b>Trial and Error</b>, which is a problem-solving strategy where various solutions are attempted until the correct one is found. This approach relies on experimentation and persistence, allowing individuals to learn from mistakes and adjust their methods as needed.</p>

<p>In contrast, an <b>Algorithm</b> is a step-by-step procedure that guarantees a solution if followed correctly, but it does not involve trying multiple solutions randomly. A <b>Heuristic</b> is a more general strategy that provides shortcuts to problem-solving but does not ensure a solution through repeated attempts. <b>Working Backwards</b> involves starting from the desired outcome and reversing the steps to find the solution, rather than trying various solutions without a specific direction.</p>
</div>",0
918,10/21/2024 17:05:06,Which of the following strategies involves organizing information into manageable bits to improve recall?,8,Chunking,Elaborative rehearsal,Mnemonic devices,Self-reference effect,23/24_Student_Final,1838377,"<div> 
<p><b>Chunking</b> is the correct answer because it specifically refers to the strategy of breaking down large pieces of information into smaller, more manageable units or ""chunks."" This technique makes it easier for our brains to process and remember information.</p>

<p>On the other hand, <b>elaborative rehearsal</b> focuses on connecting new information with existing knowledge, rather than merely organizing it into smaller parts. <b>Mnemonic devices</b> are memory aids that often involve patterns or associations but do not necessarily involve the organization of information into chunks. Lastly, the <b>self-reference effect</b> is a phenomenon where individuals tend to remember information better when they relate it to themselves, which does not specifically involve the organization of information.</p>
</div>",0
919,10/21/2024 17:05:06,"In Piaget's cognitive development theory, which stage is characterized by children learning about the world through their senses and actions?",9,Sensorimotor,Preoperational,Concrete operational,Formal operational,23/24_Student_Final,1838377,"<div>
<p><b>Sensorimotor</b> is the correct answer because this stage, which lasts from birth to about two years of age, is defined by infants learning about their environment primarily through their sensory experiences and motor actions. They explore the world by touching, seeing, and moving, which helps them understand their surroundings.</p>

<p>The <b>Preoperational</b> stage, which follows sensorimotor, is characterized by the development of language and symbolic thinking but lacks logical reasoning, meaning children begin to think about things symbolically rather than through direct sensory interaction.</p>

<p>The <b>Concrete operational</b> stage occurs later, from ages 7 to 11, and involves more logical thinking about concrete events, but it does not encompass the early sensory and motor exploration typical of the sensorimotor stage.</p>

<p>Lastly, the <b>Formal operational</b> stage, which begins around age 12, is marked by the ability to think abstractly and reason logically about hypothetical situations, moving far beyond the direct learning through senses seen in the sensorimotor stage.</p>
</div>",0
921,10/21/2024 17:05:06,"In Stanley Milgram's obedience experiment, what percentage of participants continued to administer shocks to the maximum voltage of 450 volts?",12,65%,23%,40%,48%,23/24_Student_Final,1838377,"<div> 
<p>In Stanley Milgram's obedience experiment, a significant finding was that 65% of participants were willing to administer shocks all the way up to the maximum voltage of 450 volts. This high percentage demonstrates the powerful influence of authority on human behavior, as participants often continued to obey the experimenter's instructions despite the ethical implications.</p>

<p>The other percentages presented as options are incorrect because they underestimate the level of obedience observed in the study. For instance, 23%, 40%, and 48% all suggest a much lower compliance rate, which does not align with Milgram's findings. The experiment highlighted how ordinary people can be led to perform acts they might otherwise find objectionable when instructed by an authoritative figure.</p>
</div>",0
922,10/21/2024 17:05:06,"According to the Social Readjustment Rating Scale (SRRS), which life event has the highest life change units (LCUs) and is considered a significant stressor?",14,Death of a spouse,Divorce,Personal injury or illness,Job termination,23/24_Student_Final,1838377,"<div>
<p>The correct answer is the <b>Death of a spouse</b>, which is assigned the highest life change units (LCUs) on the Social Readjustment Rating Scale (SRRS). This reflects the profound emotional and practical challenges individuals face after losing a partner, making it a significant stressor.</p>
<p>In contrast, while <b>Divorce</b>, <b>Personal injury or illness</b>, and <b>Job termination</b> are indeed stressful life events, they do not carry the same level of emotional weight and disruption as the death of a spouse. These events can be challenging but typically involve different coping mechanisms and support systems compared to the loss of a loved one.</p>
</div>",0
923,10/21/2024 17:05:06,Which of the following statements accurately reflects a significant development in the history of intelligence testing?,7,Terman introduced the concept of IQ and was an advocate for the eugenics movement.,The WAIS relies heavily on verbal ability to assess intelligence.,Binet and Simon’s original intelligence tests were designed to classify exceptionally gifted children.,Sir Francis Galton was the first to develop tests that measured educational achievement.,23/24_Student_Final,2232693,"<div> 
<p><b>Terman introduced the concept of IQ and was an advocate for the eugenics movement.</b> This statement is correct as Lewis Terman significantly contributed to intelligence testing by developing the Stanford-Binet IQ test and popularizing the concept of Intelligence Quotient (IQ). His involvement in the eugenics movement also highlights the historical context in which intelligence testing was applied, reflecting societal values of the time.</p>

<p>In contrast, the statement about the WAIS indicates that it emphasizes verbal ability, which is true, but it does not capture a major historical milestone in intelligence testing. The claim regarding Binet and Simon's tests being designed solely for exceptionally gifted children is misleading; their original goal was to identify children who needed educational assistance rather than focusing only on the gifted. Lastly, while Sir Francis Galton indeed contributed to the study of intelligence, he did not create tests for educational achievement but rather focused on measuring individual differences in abilities.</p>
</div>",0
924,10/21/2024 17:05:06,Which of the following statements best describes encoding failure in the context of memory?,8,"The failure to process information deeply enough, resulting in it not being committed to memory.","The gradual fading of memory traces over time, making retrieval difficult.",The inability to retrieve information due to similar memories interfering with one another.,The loss of memory for events that occurred after a brain injury or trauma.,23/24_Student_Final,2232693,"<div>
<p><b>The correct answer</b> highlights that encoding failure occurs when information is not processed in a meaningful way, preventing it from being stored in long-term memory. This lack of deep processing means that the information is unlikely to be remembered later.</p>

<p>In contrast, the first option refers to the natural fading of memories over time, which is more related to storage decay rather than initial encoding issues. The second option discusses retrieval failure due to interference from similar memories, which occurs after information has been encoded and stored. Lastly, the third option pertains to memory loss resulting from brain injury or trauma, focusing on the effects of damage rather than the encoding process itself.</p>
</div>",0
925,10/21/2024 17:05:06,"At birth, the sense that is the least developed is ___, while the sense that is the most developed is ___.",9,Vision; Hearing,Taste; Smell,Touch; Vision,Hearing; Taste,23/24_Student_Final,2232693,"<div>
<p>At birth, the sense that is the least developed is <b>vision</b>, while the sense that is the most developed is <b>hearing</b>. This is correct because newborns are unable to see clearly; their vision is blurry, and they can only focus on objects that are about 8 to 10 inches away. In contrast, their hearing is quite advanced, allowing them to respond to sounds and recognize their mother's voice shortly after birth.</p>

<p>The other options are incorrect for various reasons. <b>Taste</b> and <b>smell</b> are relatively developed at birth, enabling infants to recognize flavors and scents, particularly those associated with their mother's milk. <b>Touch</b> is also functional in newborns, as they can perceive physical sensations, but it does not dominate their sensory development compared to hearing. Therefore, the comparison of these senses does not hold true.</p>
</div>",0
926,10/21/2024 17:05:06,What is the primary function of the amygdala in the brain?,10,Emotional behavior regulation,Sensory relay,Hormonal control,Memory formation,23/24_Student_Final,2232693,"<div> 
<p>The amygdala is primarily involved in <b>emotional behavior regulation</b>, which includes processing emotions such as fear, pleasure, and anger. It plays a crucial role in the formation of emotional memories and responses.</p> 

<p>The other options are not correct as they do not accurately represent the main function of the amygdala. The role of <b>sensory relay</b> is primarily associated with the thalamus, which acts as a hub for sensory information. <b>Hormonal control</b> is largely managed by the hypothalamus, which regulates hormonal responses in the body. While the amygdala does have an influence on memory, particularly emotional memory, <b>memory formation</b> itself is more broadly attributed to structures like the hippocampus.</p> 
</div>",0
927,10/21/2024 17:05:06,What is the term for the act of blaming an out-group when the in-group experiences frustration?,12,Scapegoating,Social identification,Groupthink,Social comparison,23/24_Student_Final,2232693,"<div>
<p><b>Scapegoating</b> refers to the act of unfairly blaming an out-group for problems or frustrations faced by one's own group. This psychological mechanism allows individuals or groups to project their frustrations onto others, often diverting attention away from their own issues.</p>

<p>On the other hand, <b>social identification</b> involves recognizing oneself as part of a group, which does not inherently involve blame. <b>Groupthink</b> describes a situation where a group makes faulty decisions due to the desire for harmony, rather than assigning blame to others. Lastly, <b>social comparison</b> is the process of comparing oneself to others, which can influence self-esteem but does not specifically address the act of blaming an out-group.</p>
</div>",0
928,10/21/2024 17:05:06,Which of the following best describes 'exhaustion' as a factor of burnout?,14,Feeling drained of emotional resources,Feeling detached from coworkers,Feeling satisfied with job accomplishments,Feeling indifferent to work tasks,23/24_Student_Final,2232693,"<div> 
<p><b>Feeling drained of emotional resources</b> is the correct description of 'exhaustion' in the context of burnout. This state reflects the overwhelming fatigue and depletion of energy that individuals experience when they face prolonged stress or demands at work.</p> 

<p>Other options, such as feeling detached from coworkers and feeling indifferent to work tasks, are related to aspects of burnout but do not specifically capture the essence of exhaustion. Meanwhile, feeling satisfied with job accomplishments is the opposite of exhaustion, as it implies a sense of fulfillment rather than depletion.</p> 
</div>",0
929,10/21/2024 17:05:06,What is the period of development called after which we can no longer develop certain capabilities?,7,Critical period,Sensitive period,Sensory period,Developmental period,23/24_Student_Final,08123457,"<div> 
<p>The correct answer is <b>Critical period</b>, which refers to specific times in development when an individual is particularly receptive to acquiring certain skills or knowledge. After this period, the ability to develop these capabilities diminishes significantly.</p> 

<p>The option <b>Sensitive period</b> is incorrect because, while it also refers to optimal times for learning, it does not imply a complete inability to learn the skill later, unlike the critical period, which suggests a more definitive cutoff.</p> 

<p><b>Sensory period</b> is not a recognized term in developmental psychology, making it an unsuitable choice for this question. Additionally, <b>Developmental period</b> is too vague and does not specifically address the concept of a limited time frame for developing certain capabilities.</p> 
</div>",0
930,10/21/2024 17:05:06,Which of the following memory errors is a distortion error?,8,Misattribution,Transience,Absentmindedness,Persistence,23/24_Student_Final,08123453,"<div> 
<p><b>Misattribution</b> is considered a distortion error because it involves incorrectly recalling the source of a memory. This means that while the memory itself may be accurate, the context or details surrounding it are confused, leading to a misinterpretation of where or when the event occurred.</p>

<p>On the other hand, <b>Transience</b> refers to the fading of memories over time, which does not involve a distortion of the memory itself but rather a loss of information. <b>Absentmindedness</b> is related to lapses in attention that can cause forgetting, but it does not distort the content of the memory. Lastly, <b>Persistence</b> involves the continued recollection of unwanted memories, which again does not involve altering or misinterpreting the original memory.</p>
</div>",0
931,10/21/2024 17:05:06,"Sarah has just had a baby and visits her friend for the first time. When she steps away to use the restroom, the baby immediately starts crying and keeps crying even after Sarah returns. What is the attachment style of the baby?",9,Anxious/ambivalent,Secure,Disorganized/disoriented,Anxious/avoidant,23/24_Student_Final,08123454,"<div>
<p>The correct attachment style for the baby is <b>Anxious/ambivalent</b>. This attachment style is characterized by excessive distress when a caregiver leaves and a strong reaction upon their return, often including continued crying. In this scenario, the baby cries immediately when Sarah steps away and does not calm down even after she returns, indicating a fear of abandonment and an inability to be soothed.</p>

<p>On the other hand, the <b>Secure</b> attachment style would typically involve the baby being upset during the separation but easily comforted upon the caregiver's return. The <b>Disorganized/disoriented</b> style is marked by confusion or apprehension towards the caregiver, which isn't reflected here. Lastly, the <b>Anxious/avoidant</b> style would show less reaction to the caregiver's absence and a tendency to avoid contact upon return, which is also not the case in this situation.</p>
</div>",0
932,10/21/2024 17:05:06,Which of the following is an example of intrinsic motivation discussed in Chapter 10?,10,enjoying a hobby for personal satisfaction,working overtime for extra pay,studying to earn a good grade,participating in a competition to win a prize,23/24_Student_Final,081234,"<div>
<p><b>Enjoying a hobby for personal satisfaction</b> is the correct answer because it reflects intrinsic motivation, where the behavior is driven by internal rewards and personal enjoyment rather than external rewards.</p>

<p>In contrast, working overtime for extra pay, studying to earn a good grade, and participating in a competition to win a prize are examples of extrinsic motivation. These activities are motivated by external factors such as money, grades, or prizes, rather than the inherent enjoyment of the activity itself.</p>
</div>",0
935,10/21/2024 17:05:06,"When a student sees a trapezium, he assumes all the angles of the shape are the same, since that is also the case with a square, another 4-sided shape. What is this an example of?",7,Representative bias,Confirmation bias,Hindsight bias,Availability heuristic,23/24_Student_Final,16874841,"<div> 
<p>The student's assumption that all angles of a trapezium are the same because it is a four-sided shape like a square is an example of <b>representative bias</b>. This cognitive bias occurs when someone makes judgments based on how similar something is to a prototype or stereotype they already have in mind, in this case, the square.</p> 

<p>In contrast, <b>confirmation bias</b> involves favoring information that confirms existing beliefs, which doesn’t apply here since the student is making a flawed assumption rather than seeking supporting evidence. <b>Hindsight bias</b> refers to the tendency to see events as having been predictable after they have already occurred, which is not relevant to this scenario. Lastly, <b>availability heuristic</b> involves making decisions based on immediate examples that come to mind, rather than on a comprehensive analysis, which is not the case in this situation.</p> 
</div>",0
936,10/21/2024 17:05:06,"Marie got hit by a car. After the crash, people kept suggesting she was hit by a Fiat Panda, while the actual car was a Renault Clio. Which phenomenon best describes why she started to believe the car was a Fiat Panda, even though she witnessed the event?",8,Misinformation effect paradigm,Suggestibility,False memory syndrome,None of the above.,23/24_Student_Final,16874842,"<div> 
<p>The correct answer is the <b>misinformation effect paradigm</b>, which explains how a person's memory can be altered by incorrect information presented after an event. In Marie's case, despite witnessing the accident, the repeated suggestions about the Fiat Panda influenced her memory, leading her to believe in the false information.</p> 

<p>On the other hand, <b>suggestibility</b> refers to the general tendency of memories to be influenced by external factors, but it does not specifically address the incorporation of false details after an event. <b>False memory syndrome</b> describes a condition where a person recalls events that did not happen, but it does not apply here since Marie did witness the crash. The option stating <b>none of the above</b> is incorrect, as the misinformation effect paradigm accurately describes the situation.</p> 
</div>",0
938,10/21/2024 17:05:06,"After a while of studying industrial design, Jack doesn't like to design anything in his free time anymore. What best describes this phenomenon?",10,The overjustification effect,The Yerkes-Dodson law,Drive theory,Extrinsic motivation,23/24_Student_Final,168748,"<div> 
<p><b>The overjustification effect</b> describes a situation where an individual loses intrinsic motivation for an activity when they start receiving external rewards for it. In Jack's case, studying industrial design may have shifted his focus from enjoying design as a personal interest to viewing it as a task associated with his studies, leading to a decrease in his enthusiasm for designing in his free time.</p>

<p>The Yerkes-Dodson law relates to the relationship between arousal and performance, suggesting that there is an optimal level of arousal for most tasks. However, it does not explain Jack's change in motivation.</p>

<p>Drive theory focuses on the biological drives that motivate behavior, such as hunger or thirst, which is not relevant to Jack's situation since it pertains to intrinsic versus extrinsic motivation.</p>

<p>Extrinsic motivation involves performing an activity to earn rewards or avoid punishment. While this is a factor in Jack's experience, it is the overjustification effect that specifically explains the loss of his intrinsic enjoyment in designing.</p>
</div>",0
939,10/21/2024 17:05:06,There is a student in the class afraid to speak up about his differing opinion. What are effective strategies to encourage him to speak up?,12,all of the strategies mentioned,create discussions in a smaller group,anonimize responses,present a differing opinion yourself,23/24_Student_Final,168748,"<div> 
<p>To effectively encourage a student who is afraid to express differing opinions, utilizing all the strategies mentioned can create a supportive environment. Creating discussions in a smaller group helps reduce anxiety and allows for more intimate exchanges, making it easier for the student to speak up.</p> 

<p>Anonimizing responses provides a layer of safety, allowing students to share their thoughts without the fear of being judged, which can help them feel more comfortable voicing their opinions. Additionally, when you present a differing opinion yourself, it models the behavior of sharing diverse perspectives and can empower the student to do the same.</p> 

<p>While each individual strategy has its merits, combining them maximizes the chances of helping the student feel secure enough to contribute. Therefore, the correct answer encompasses all these strategies, as they collectively foster an inclusive atmosphere.</p>
</div>",0
941,10/21/2024 17:05:06,"Imagine you are traveling in a foreign country where you don't speak the local language. You suddenly find yourself lost in a busy marketplace, with no internet connection or map to guide you back to your hotel. What kind of intelligence will you use to find a solution for this problem?",7,Practical intelligence,Emotional intelligence,Analytical intelligence,Creative intelligence,23/24_Student_Final,22039797,"<div>
    <p>The correct answer is <b>practical intelligence</b>, which refers to the ability to solve everyday problems by using knowledge gained from experience. In this scenario, you would need to navigate the environment and find your way back using common sense and situational awareness, which are key aspects of practical intelligence.</p>
    
    <p><b>Emotional intelligence</b> involves understanding and managing your own emotions and the emotions of others. While it can be helpful in social situations, it does not directly aid in finding your way in a foreign place.</p>
    
    <p><b>Analytical intelligence</b> pertains to problem-solving and logical reasoning, often used in academic settings. Although it can be beneficial, it may not be as effective in a real-world, immediate situation like being lost in a marketplace.</p>
    
    <p><b>Creative intelligence</b> involves thinking outside the box and generating innovative solutions. While this might help in some scenarios, the practical knowledge and skills needed to navigate a new environment are more relevant here.</p>
</div>",0
942,10/21/2024 17:05:06,"Julia experienced a traumatic event of sexual abuse in her childhood. When she discussed this with a psychologist, she realized she had difficulty recalling the details. What could be a possible psychological explanation for this?",8,Her mind repressed the memory to protect her from emotional distress,"She lacks intelligence, which made it hard for her to remember the event",Her emotions led to the creation of inaccurate or false memories,Her memory was altered due to misinformation and confusion,23/24_Student_Final,22039798,"<div>
<p><b>Repression</b> is a defense mechanism where the mind unconsciously blocks out memories that are too painful or distressing to recall. In Julia's case, her traumatic experience may have led her to suppress the memory to protect herself from emotional harm.</p>

<p>The first option regarding a lack of intelligence is incorrect because memory issues related to trauma have nothing to do with cognitive ability. The second option about emotions creating false memories does not accurately capture the nature of repressed memories, which are not fabricated but rather blocked. Lastly, while misinformation can affect memory recall, it does not explain Julia's difficulty in recalling details as effectively as repression does.</p>
</div>",0
943,10/21/2024 17:05:06,"In Erikson's psychosocial development theory, stage 4, industry vs. inferiority, takes place when people are around the age of:",9,7-11,1-3,19-29,30-64,23/24_Student_Final,22039799,"<div>
<p>In Erikson's psychosocial development theory, the stage of industry vs. inferiority typically occurs in children aged 7 to 11. During this stage, children are focused on developing skills and competencies, which contributes to their sense of pride and achievement.</p>
<p>The other options represent different stages of life that do not align with this specific developmental phase. The ages 1-3 correspond to the stage of trust vs. mistrust, where foundational emotional development occurs. The ages 19-29 are associated with intimacy vs. isolation, focusing on forming intimate relationships. Lastly, ages 30-64 relate to generativity vs. stagnation, emphasizing productivity and contribution to society. Thus, only the age range of 7-11 accurately reflects Erikson's fourth stage of development.</p>
</div>",0
944,10/21/2024 17:05:06,"The quote 'Choose a job that you love, and you will never have to work a day in your life' refers to:",10,"Intrinsic motivation, you are motivated from the inside and you like it.","Intrinsic motivation, you are motivated from the surroundings and you like it.","Extrinsic motivation, you are motivated from the inside and you like it.","Extrinsic motivation, you are motivated from the surroundings and you like it.",23/24_Student_Final,2203979,"<div> 
<p>The quote emphasizes the importance of <b>intrinsic motivation</b>, which refers to being motivated by internal factors such as personal satisfaction and enjoyment in one's work. When you love what you do, it feels less like work, as your passion drives you.</p> 

<p>The other options incorrectly associate intrinsic motivation with external factors or mislabel intrinsic and extrinsic motivation. For example, extrinsic motivation involves being driven by external rewards or pressures, which contradicts the essence of the quote that highlights internal fulfillment and joy in one's job.</p> 
</div>",0
945,10/21/2024 17:05:06,What was a significant reason for the random assignment of participants in Zimbardo's Stanford Prison Experiment?,12,To control for pre-existing differences among participants that could influence the results.,To ensure that the roles of prisoner and guard were equally represented by a random sample.,To create a competitive environment between the guards and prisoners.,To minimize the financial costs associated with the study.,23/24_Student_Final,2203979,"<div>
    <p><b>Random assignment</b> in Zimbardo's Stanford Prison Experiment was essential to control for pre-existing differences among participants. This process helps ensure that any effects observed in the study could be attributed to the conditions of the experiment rather than individual characteristics.</p>
    <p>The option regarding ensuring equal representation of roles does not accurately reflect the primary goal of random assignment, which is not solely about representation but controlling for biases. Creating a competitive environment is not relevant to the purpose of random assignment, as it focuses on mitigating differences rather than fostering competition. Lastly, minimizing financial costs is not a reason for random assignment; the primary focus was on the integrity of the experimental results rather than cost-cutting measures.</p>
</div>",0
